bigrams1,bigrams2,problaility
think,tweeterwall,0.001
think,keep,0.001
think,work,0.001
smitch2008,know,0.001
smitch2008,<,0.001
smitch2008,thats,0.001
smitch2008,said,0.001
eat,something,0.001
eat,pita,0.001
eat,bread,0.001
jeffmello,good,0.001
jeffmello,morning,0.001
jeffmello,sir,0.001
jeffmello,<,0.001
jeffmello,blip,0.001
omgosh,<,0.001
omgosh,tony,0.001
omgosh,orlando,0.001
omgosh,show,0.001
omgosh,awesome,0.001
omgosh,lots,0.001
omgosh,d23,0.001
omgosh,love,0.001
mommab63,find,0.001
mommab63,tomorrow,0.001
mommab63,<,0.001
nice,relaxing,0.001
nice,day,0.001
nice,<,0.001
nice,im,0.001
nice,dead,0.001
nice,tired,0.001
nice,goooodnight,0.001
manchester,orchestra,0.001
manchester,good,0.001
manchester,live,0.001
manchester,<,0.001
manchester,minus,0.001
manchester,meeting,0.001
manchester,sweet,0.001
manchester,bearded,0.001
manchester,singer,0.001
last,minute,0.001
last,revision,0.001
last,chem,0.001
last,basically,0.001
last,saying,0.001
last,much,0.001
last,fun,0.001
lyyyl,congrats,0.001
lyyyl,graduation,0.001
lyyyl,karen,0.001
everything,working,0.001
everything,bad,0.001
everything,today,0.001
everything,<,0.001
everything,still,0.001
everything,feeling,0.001
everything,positive,0.001
everything,though,0.001
everything,change,0.001
everything,attitude,0.001
fucking,hates,0.001
fucking,lalalala,0.001
fucking,<,0.001
fucking,8,0.001
fucking,suuuuch,0.001
fucking,good,0.001
fucking,weekend,0.001
fucking,/i,0.001
ughh,<,0.001
ughh,mean,0.001
brb,exactly,0.001
brb,25mins,0.001
brb,<,0.001
brb,plzzzz,0.001
brb,w8,0.001
brb,guys,0.001
bahamabob,mosquitoes,0.001
bahamabob,yet,0.001
bahamabob,theyll,0.001
bahamabob,arrive,0.001
bahamabob,soon,0.001
music4ever323,want,0.001
music4ever323,water,0.001
music4ever323,hurts,0.001
music4ever323,stand,0.001
thc1972,long,0.001
thc1972,beach,0.001
thc1972,ca,0.001
thc1972,<,0.001
thc1972,cousin,0.001
thc1972,knew,0.001
thc1972,good,0.001
thc1972,places,0.001
thc1972,everything,0.001
thc1972,since,0.001
thc1972,paled,0.001
thc1972,comparison,0.001
redchinese19,yes,0.001
redchinese19,dun,0.001
redchinese19,wan,0.001
redchinese19,na,0.001
redchinese19,hard,0.001
redchinese19,time,0.001
redchinese19,man,0.001
redchinese19,<,0.001
redchinese19,haha,0.001
whisenhunt,haha,0.001
whisenhunt,job,0.001
whisenhunt,<,0.001
whisenhunt,started,0.001
whisenhunt,get,0.001
whisenhunt,paid,0.001
whisenhunt,biweekly,0.001
whisenhunt,excuse,0.001
whisenhunt,lol,0.001
sukebeuchujin,wont,0.001
sukebeuchujin,get,0.001
sukebeuchujin,far,0.001
sukebeuchujin,without,0.001
ammouni,always,0.001
ammouni,<,0.001
maths,exam,0.001
maths,today,0.001
maths,<,0.001
maths,ahhh,0.001
maths,2,0.001
maths,hours,0.001
maths,painful,0.001
maths,maths,0.001
maths,im,0.001
maths,gon,0.001
maths,na,0.001
maths,die,0.001
maths,fail,0.001
maths,time,0.001
maths,need,0.001
maths,freaking,0.001
maths,miracle,0.001
maths,right,0.001
cant,wake,0.001
cant,reals,0.001
cant,ive,0.001
cant,hitting,0.001
cant,snooze,0.001
cant,hour,0.001
g1,received,0.001
g1,unexpected,0.001
g1,ota,0.001
g1,update,0.001
g1,<,0.001
g1,cant,0.001
g1,tell,0.001
g1,changed,0.001
g1,still,0.001
g1,trusted,0.001
g1,use,0.001
g1,latitude,0.001
cousins,funny,0.001
cousins,lol,0.001
emilystweet,free,0.001
emilystweet,<,0.001
emilystweet,need,0.001
emilystweet,put,0.001
emilystweet,update,0.001
emilystweet,app,0.001
emilystweet,stay,0.001
emilystweet,open,0.001
emilystweet,doesnt,0.001
emilystweet,log,0.001
emilystweet,/,0.001
turns,feel,0.001
turns,fine,0.001
turns,abou,0.001
markrosenbauer,ty,0.001
markrosenbauer,yes,0.001
markrosenbauer,strongly,0.001
markrosenbauer,agree,0.001
markrosenbauer,w/,0.001
markrosenbauer,smiling,0.001
markrosenbauer,thing,0.001
markrosenbauer,<,0.001
markrosenbauer,smile,0.001
markrosenbauer,cant,0.001
markrosenbauer,say,0.001
markrosenbauer,donald,0.001
markrosenbauer,trump,0.001
markrosenbauer,often,0.001
students,<,0.001
demivenom,cant,0.001
demivenom,msn,0.001
demivenom,working,0.001
demivenom,time,0.001
demivenom,friday,0.001
demivenom,<,0.001
demivenom,fun,0.001
sapphirecity,00mony00,0.001
sapphirecity,dont,0.001
sapphirecity,like,0.001
sapphirecity,lady,0.001
sapphirecity,gaga,0.001
sapphirecity,sorry,0.001
sapphirecity,ash,0.001
goodnight,everyone,0.001
bnice910,dont,0.001
bnice910,u,0.001
bnice910,wan,0.001
bnice910,na,0.001
bnice910,cuddle,0.001
bnice910,<,0.001
brianhahn,amp,0.001
brianhahn,watched,0.001
brianhahn,watch,0.001
brianhahn,never,0.001
brianhahn,stops,0.001
brianhahn,<,0.001
untitled,stole,0.001
untitled,got,0.001
untitled,khimjejung,0.001
untitled,step,0.001
untitled,one,0.001
untitled,spell,0.001
untitled,name,0.001
untitled,songs,0.001
untitled,<,0.001
untitled,believe,0.001
untitled,ft,0.001
untitled,island,0.001
untitled,http//tinyurl,0.001
untitled,com/qx38my,0.001
terilynns,isnt,0.001
terilynns,amazing,0.001
terilynns,<,0.001
terilynns,couldnt,0.001
terilynns,stuff,0.001
terilynns,like,0.001
terilynns,school,0.001
terilynns,thanks,0.001
terilynns,retweet,0.001
sigh,<,0.001
sigh,waiting,0.001
sigh,leeds,0.001
sigh,train,0.001
sigh,station,0.001
sigh,lem,0.001
sigh,go,0.001
sigh,home,0.001
asked,v,0.001
asked,got,0.001
asked,retarded,0.001
asked,grass,0.001
asked,hopper,0.001
asked,drink,0.001
asked,tasted,0.001
asked,like,0.001
asked,dust,0.001
asked,<,0.001
asked,school,0.001
asked,end,0.001
anyone,wan,0.001
anyone,na,0.001
anyone,come,0.001
anyone,round,0.001
anyone,amp,0.001
anyone,watch,0.001
anyone,stardust,0.001
anyone,<,0.001
anyone,im,0.001
anyone,feeling,0.001
anyone,lonely,0.001
lisaotto,damn,0.001
lisaotto,<,0.001
lisaotto,hoping,0.001
lisaotto,see,0.001
lisaotto,tomorrow,0.001
lisaotto,lol,0.001
mobidextrous,<,0.001
mobidextrous,going,0.001
mobidextrous,back,0.001
mobidextrous,europe,0.001
mobidextrous,tomorrow,0.001
mobidextrous,friends,0.001
mobidextrous,need,0.001
mobidextrous,ridiculous,0.001
mobidextrous,china,0.001
mobidextrous,gifts,0.001
allergies,really,0.001
allergies,messing,0.001
allergies,eyes,0.001
allergies,last,0.001
allergies,night,0.001
allergies,today,0.001
allergies,<,0.001
allergies,one,0.001
allergies,red,0.001
allergies,swollen,0.001
allergies,think,0.001
allergies,look,0.001
allergies,like,0.001
allergies,im,0.001
allergies,drugs,0.001
still,completely,0.001
still,cracks,0.001
still,adam,0.001
still,pascal,0.001
still,song,0.001
still,backyardigans,0.001
still,http//tinyurl,0.001
still,com/le9d4f,0.001
ilikebubbles,oh,0.001
ilikebubbles,yeah,0.001
ilikebubbles,<,0.001
ilikebubbles,good,0.001
ilikebubbles,point,0.001
morning,land,0.001
morning,r,0.001
morning,yall,0.001
morning,good,0.001
morning,last,0.001
morning,class,0.001
morning,2day,0.001
morning,next,0.001
morning,classes,0.001
morning,brand,0.001
morning,new,0.001
morning,ones,0.001
finished,ap,0.001
finished,study,0.001
finished,review,0.001
luving,sunshine,0.001
luving,little,0.001
luving,burnt,0.001
natmcb78,lovely,0.001
natmcb78,meet,0.001
natmcb78,natalie,0.001
natmcb78,happy,0.001
natmcb78,make,0.001
natmcb78,regular,0.001
natmcb78,thing,0.001
natmcb78,tweetdeck,0.001
morning,twitterland,0.001
morning,ahh,0.001
morning,feeling,0.001
morning,better,0.001
morning,hope,0.001
morning,u,0.001
morning,hvin,0.001
morning,great,0.001
morning,day,0.001
morning,far,0.001
morning,watch,0.001
morning,house,0.001
morning,s5,0.001
morning,laters,0.001
people,express,0.001
people,feelings,0.001
people,differently,0.001
people,online,0.001
people,offline,0.001
people,http//bit,0.001
people,ly/9ougy,0.001
lilyginny27,hey,0.001
lilyginny27,lili,0.001
lilyginny27,erika,0.001
lilyginny27,exactly,0.001
lilyginny27,<,0.001
lilyginny27,bringing,0.001
lilyginny27,card,0.001
lilyginny27,tom,0.001
lilyginny27,missed,0.001
lilyginny27,whole,0.001
lilyginny27,thing,0.001
heading,va,0.001
heading,beach,0.001
heading,bummer,0.001
bit,disappointed,0.001
bit,weather,0.001
downloaded,safari,0.001
downloaded,4,0.001
downloaded,beta,0.001
downloaded,mac,0.001
downloaded,nervous,0.001
downloaded,seems,0.001
downloaded,working,0.001
downloaded,great,0.001
discoballs,<,0.001
jofstar,would,0.001
jofstar,truly,0.001
jofstar,great,0.001
jofstar,<,0.001
humidity,yucky,0.001
humidity,<,0.001
humidity,cant,0.001
humidity,wait,0.001
humidity,rain,0.001
didnt,get,0.001
didnt,caught,0.001
didnt,xd,0.001
didnt,even,0.001
didnt,fixed,0.001
didnt,moms,0.001
didnt,seat,0.001
didnt,radio,0.001
didnt,station,0.001
didnt,filled,0.001
didnt,gas,0.001
didnt,tank,0.001
didnt,used,0.001
didnt,drive,0.001
didnt,md,0.001
listening,song,0.001
listening,quotshatteredquot,0.001
listening,tynisha,0.001
listening,keli,0.001
listening,www,0.001
listening,myspace,0.001
listening,com/tynishakeli,0.001
http//twitpic,com/6iytx,0.001
http//twitpic,im,0.001
http//twitpic,excited,0.001
http//twitpic,new,0.001
http//twitpic,moon,0.001
bwsteam,hey,0.001
bwsteam,didnt,0.001
bwsteam,get,0.001
bwsteam,attachment,0.001
bwsteam,time,0.001
bwsteam,<,0.001
getting,reinvent,0.001
getting,stay,0.001
getting,tuned,0.001
ill,physics,0.001
ill,revision,0.001
ill,today,0.001
ill,anticlimax,0.001
ill,prom,0.001
awful,run,0.001
awful,tonight,0.001
awful,<,0.001
awful,heat,0.001
awful,getting,0.001
waltward3,ok,0.001
waltward3,first,0.001
waltward3,made,0.001
waltward3,laugh,0.001
waltward3,sad,0.001
waltward3,dumb,0.001
waltward3,<,0.001
mcdonalds,drive,0.001
mcdonalds,yum,0.001
octostone,<,0.001
octostone,alas,0.001
octostone,nowhere,0.001
octostone,near,0.001
octostone,fair,0.001
octostone,city,0.001
bright,early,0.001
bright,day,0.001
bright,<,0.001
bright,last,0.001
bright,full,0.001
bright,key,0.001
bright,west,0.001
bright,fun,0.001
bright,dont,0.001
bright,really,0.001
bright,want,0.001
bright,go,0.001
bright,home,0.001
bright,http//myloc,0.001
bright,me/4rxt,0.001
overbaked,cheesecake,0.001
overbaked,brownies,0.001
overbaked,<,0.001
finished,work,0.001
finished,going,0.001
finished,sleep,0.001
marisolmercedes,chicago,0.001
marisolmercedes,<,0.001
marisolmercedes,told,0.001
marisolmercedes,come,0.001
marisolmercedes,back,0.001
marisolmercedes,w/o,0.001
marisolmercedes,harolds,0.001
marisolmercedes,chkn,0.001
lol,copying,0.001
lol,pics,0.001
lol,2,0.001
lol,laptop,0.001
lol,854,0.001
lol,gon,0.001
lol,na,0.001
lol,b,0.001
mygoldenchild17,<,0.001
mygoldenchild17,night,0.001
work,enjoying,0.001
work,rain,0.001
work,hope,0.001
work,everyone,0.001
work,great,0.001
work,day,0.001
work,xoo,0.001
extremely,unhappy,0.001
extremely,<,0.001
extremely,angry,0.001
extremely,ever,0.001
extremely,bus,0.001
extremely,way,0.001
extremely,home,0.001
headache,im,0.001
headache,home,0.001
headache,alone,0.001
headache,doin,0.001
headache,stuff,0.001
headache,til,0.001
headache,34,0.001
headache,partyin,0.001
headache,upp,0.001
cant,saturday,0.001
cant,night,0.001
cant,dying,0.001
cant,corset,0.001
dry,july,0.001
dry,<,0.001
dry,dont,0.001
dry,know,0.001
dry,vices,0.001
dry,left,0.001
dry,http//www,0.001
dry,dryjuly,0.001
dry,com/,0.001
dazzlemethis,bags,0.001
dazzlemethis,<,0.001
dazzlemethis,haha,0.001
dazzlemethis,cya,0.001
shamileemac,haha,0.001
shamileemac,<,0.001
shamileemac,blankys,0.001
shamileemac,really,0.001
shamileemac,warm,0.001
shamileemac,like,0.001
shamileemac,seriously,0.001
shamileemac,sooo,0.001
shamileemac,feels,0.001
shamileemac,someones,0.001
shamileemac,layin,0.001
shamileemac,beside,0.001
shamileemac,go,0.001
shamileemac,ta,0.001
shamileemac,bed,0.001
shamileemac,cuz,0.001
going,nice,0.001
going,day,0.001
going,sun,0.001
going,reading,0.001
going,exams,0.001
yulianasari,whats,0.001
yulianasari,u,0.001
yulianasari,girl,0.001
yulianasari,<,0.001
monchainow,thanks,0.001
monchainow,mayor,0.001
monchainow,monchai,0.001
monchainow,<,0.001
monchainow,get,0.001
monchainow,pho,0.001
monchainow,soon,0.001
monchainow,hahaha,0.001
monchainow,dirty,0.001
xxitsdaniellexx,helllll,0.001
xxitsdaniellexx,yes,0.001
xxitsdaniellexx,awesome,0.001
xxitsdaniellexx,movie,0.001
xxitsdaniellexx,youd,0.001
xxitsdaniellexx,love,0.001
finally,single,0.001
finally,sick,0.001
finally,douche,0.001
finally,bags,0.001
finally,dont,0.001
finally,dare,0.001
finally,ever,0.001
finally,punch,0.001
finally,still,0.001
finally,crying,0.001
mikecarden,hi,0.001
mikecarden,mike,0.001
mikecarden,<,0.001
mikecarden,well,0.001
mikecarden,tweet,0.001
mikecarden,phone,0.001
mikecarden,texting,0.001
mikecarden,iphone,0.001
mikecarden,itouch,0.001
mikecarden,download,0.001
mikecarden,twitte,0.001
mikecarden,app,0.001
ouch,<,0.001
ouch,weve,0.001
ouch,repriced,0.001
ouch,twice,0.001
ouch,worse,0.001
ouch,rates,0.001
ouch,today,0.001
baileycardno,happy,0.001
baileycardno,birthday,0.001
theothermousie,marjamma,0.001
theothermousie,fab,0.001
theothermousie,time,0.001
theothermousie,corsica,0.001
theothermousie,<,0.001
theothermousie,passed,0.001
theothermousie,quickly,0.001
theothermousie,though,0.001
happy,evening,0.001
happy,friends,0.001
happy,cafã©,0.001
treypeezy,went,0.001
treypeezy,church,0.001
treypeezy,yesterday,0.001
treypeezy,<,0.001
treypeezy,well,0.001
treypeezy,nature,0.001
treypeezy,walk,0.001
sleepy,time,0.001
sleepy,headache,0.001
sleepy,miss,0.001
sleepy,jessica,0.001
sleepy,aka,0.001
sleepy,jessiekitty,0.001
confessing7girl,point,0.001
confessing7girl,taken,0.001
confessing7girl,<,0.001
pbarber00,expecting,0.001
happy,apprentice,0.001
happy,winner,0.001
marcod1419,lucky,0.001
marcod1419,<,0.001
marcod1419,finish,0.001
marcod1419,next,0.001
marcod1419,week,0.001
marcod1419,tuesday,0.001
back,clinical,0.001
back,laboratory,0.001
back,sciences,0.001
back,hate,0.001
back,microbiology,0.001
back,still,0.001
back,good,0.001
back,morning,0.001
back,church,0.001
back,yummy,0.001
back,brunch,0.001
two,steps,0.001
two,forward,0.001
two,one,0.001
two,huge,0.001
two,stumble,0.001
two,back,0.001
two,<,0.001
two,skating,0.001
two,wish,0.001
two,better,0.001
two,job,0.001
two,could,0.001
two,afford,0.001
two,stuff,0.001
free,wifi,0.001
free,sf,0.001
free,<,0.001
free,/,0.001
free,rafting,0.001
free,awesome,0.001
free,windynot,0.001
sunrisesister,good,0.001
sunrisesister,<,0.001
sunrisesister,sleep,0.001
sunrisesister,well,0.001
back,tired,0.001
back,feel,0.001
back,cold,0.001
back,coming,0.001
apollonia316,lakers,0.001
apollonia316,cooking,0.001
apollonia316,nuggets,0.001
apollonia316,cooked,0.001
apollonia316,<,0.001
miss,nataliemrls,0.001
miss,ang,0.001
miss,goose,0.001
miss,wayy,0.001
miss,much,0.001
sutured,old,0.001
sutured,goat,0.001
sutured,gordon,0.001
sutured,ramsay,0.001
sutured,would,0.001
sutured,say,0.001
sutured,thai,0.001
sutured,beef,0.001
sutured,salad,0.001
sutured,yum,0.001
sutured,nuea,0.001
sutured,done,0.001
sutured,<,0.001
pauly,cheers,0.001
pauly,sir,0.001
pauly,<,0.001
pauly,ill,0.001
pauly,look,0.001
hairbrained,awwww,0.001
josheddy,knowwwwww,0.001
josheddy,girlfriend,0.001
josheddy,needs,0.001
josheddy,job,0.001
josheddy,<,0.001
josheddy,got,0.001
josheddy,ta,0.001
josheddy,go,0.001
josheddy,back,0.001
josheddy,interview,0.001
ok,time,0.001
ok,bed,0.001
ok,goodnight,0.001
alaaaa,<,0.001
alaaaa,forgot,0.001
alaaaa,buy,0.001
alaaaa,green,0.001
alaaaa,tea,0.001
alaaaa,la,0.001
coliwilso,lots,0.001
coliwilso,bacon,0.001
coliwilso,friend,0.001
heads,sore,0.001
heads,didnt,0.001
heads,finish,0.001
heads,work,0.001
heads,late,0.001
heads,really,0.001
heads,sunny,0.001
heads,outside,0.001
heads,wear,0.001
heads,funky,0.001
heads,pink,0.001
heads,sunglasses,0.001
heads,im,0.001
heads,happy,0.001
heads,atm,0.001
driving,around,0.001
driving,randomly,0.001
driving,<,0.001
driving,lost,0.001
driving,today,0.001
driving,/,0.001
driving,red,0.001
driving,flag,0.001
driving,still,0.001
driving,held,0.001
driving,trying,0.001
driving,say,0.001
driving,something,0.001
gabe138,wasnt,0.001
gabe138,ballet,0.001
gabe138,class,0.001
macbook,ð±ñð,0.001
macbook,»,0.001
macbook,ð¿ð¾ð,0.001
macbook,ð½ð¾ñ,0.001
macbook,<,0.001
macbook,ñññ,0.001
macbook,ð·ð°ññ,0.001
macbook,ð¶ðµð½,0.001
macbook,ð½ð¾,0.001
macbook,ð±ð°ñð°ñðµð¹ðºð¸,0.001
macbook,ð¿ñð¸,0.001
macbook,ñð°ð±ð¾ñðµ,0.001
macbook,ñ,0.001
macbook,final,0.001
macbook,cut,0.001
macbook,ð²ð°ñð¸ð,0.001
macbook,ð¾,0.001
macbook,ñð¾ð,0.001
macbook,ñðºð¾,0.001
macbook,ð½ð°,0.001
macbook,ð´ð²ð°,0.001
macbook,ñð°ñ,0.001
macbook,ð,0.001
macbook,ð¥ð¾ññ,0.001
macbook,ð½ð¾ññ,0.001
macbook,ð¾ð²ñ,0.001
macbook,ðµð¼,0.001
macbook,ð½ðµ,0.001
macbook,ñð¾ñð¼ð¾ð·ð¸ð,0.001
macbook,ð­ñð¾,0.001
macbook,ð¾ñð¾ñð¾,0.001
thechaser,aww,0.001
thechaser,loved,0.001
thechaser,apology,0.001
thechaser,<,0.001
thechaser,looked,0.001
thechaser,sad,0.001
thechaser,amp,0.001
thechaser,disapointed,0.001
thechaser,wonder,0.001
thechaser,go,0.001
thechaser,instead,0.001
thechaser,show,0.001
thechaser,4,0.001
thechaser,2,0.001
thechaser,wks,0.001
jovileiann,dude,0.001
jovileiann,u,0.001
jovileiann,needa,0.001
jovileiann,get,0.001
jovileiann,ur,0.001
jovileiann,ass,0.001
jovileiann,hiddenbrooke,0.001
jovileiann,amp,0.001
jovileiann,join,0.001
jovileiann,gine,0.001
jovileiann,pool,0.001
cinerary,loev,0.001
cinerary,<,0.001
cinerary,btw,0.001
cinerary,randomly,0.001
cinerary,people,0.001
cinerary,friending,0.001
cinerary,yamamoto,0.001
cinerary,journals,0.001
cinerary,wtf,0.001
wish,time,0.001
wish,walk,0.001
wish,london,0.001
wish,bridge,0.001
wish,morning,0.001
wish,would,0.001
wish,stunning,0.001
wish,alas,0.001
wish,cyclists,0.001
wish,slowed,0.001
wish,bus,0.001
wish,much,0.001
stephpangjaya,thanksss,0.001
17,tonight,0.001
freqnc,welcome,0.001
freqnc,<,0.001
namenick,thanks,0.001
namenick,audioboo,0.001
namenick,mention,0.001
namenick,<,0.001
jencummins16,sorry,0.001
jencummins16,area,0.001
jencummins16,<,0.001
jencummins16,longer,0.001
jencummins16,colorado,0.001
bus,extremely,0.001
bus,early,0.001
bus,today,0.001
bus,<,0.001
bus,bet,0.001
bus,ï¿½,0.001
bus,people,0.001
bus,missed,0.001
bus,bit,0.001
breaking,news,0.001
breaking,e,0.001
breaking,unu,0.001
breaking,pe,0.001
breaking,casa,0.001
breaking,presei,0.001
breaking,care,0.001
breaking,vrea,0.001
breaking,sa,0.001
breaking,se,0.001
breaking,arunce,0.001
breaking,si,0.001
breaking,nu,0.001
breaking,sunt,0.001
breaking,eu,0.001
cant,play,0.001
cant,leeds,0.001
cant,birthday,0.001
cant,wish,0.001
cant,tour,0.001
cant,though,0.001
work,flying,0.001
work,cant,0.001
work,want,0.001
work,till,0.001
work,2pm,0.001
work,sleep,0.001
biggest,headache,0.001
biggest,mustve,0.001
biggest,meeegelll,0.001
biggest,pie,0.001
biggest,crust,0.001
biggest,slapped,0.001
biggest,face,0.001
biggest,<,0.001
biggest,twice,0.001
biggest,haha,0.001
weve,astablished,0.001
weve,<,0.001
home,good,0.001
home,weekend,0.001
thedavidblaise,even,0.001
thedavidblaise,though,0.001
thedavidblaise,drink,0.001
thedavidblaise,think,0.001
thedavidblaise,cool,0.001
thedavidblaise,<,0.001
ooo,someone,0.001
ooo,mentioned,0.001
ooo,using,0.001
ooo,google,0.001
ooo,analytics,0.001
ooo,make,0.001
ooo,psychemedia,0.001
ooo,smile,0.001
jlsegarra,love,0.001
jlsegarra,thank,0.001
jlsegarra,trying,0.001
ges,everyday,0.001
ges,<,0.001
divinae,like,0.001
divinae,2,0.001
divinae,laugh,0.001
divinae,<,0.001
divinae,good,0.001
divinae,time,0.001
divinae,follow,0.001
divinae,simple,0.001
wishing,go,0.001
wishing,back,0.001
wishing,work,0.001
wishing,tomorrow,0.001
serkes,venetian,0.001
serkes,blind,0.001
serkes,may,0.001
serkes,take,0.001
serkes,word,0.001
ndmla,accd,0.001
ndmla,twitter,0.001
ndmla,mchammer,0.001
ndmla,vegas,0.001
ndmla,<,0.001
ndmla,tell,0.001
ndmla,hi,0.001
ndmla,bust,0.001
ndmla,move,0.001
ndmla,bad,0.001
ndmla,chong,0.001
found,working,0.001
found,woodward,0.001
found,skate,0.001
found,camp,0.001
found,summer,0.001
ces,raining,0.001
ces,dont,0.001
ces,got,0.001
ces,grill,0.001
ces,word,0.001
ces,streets,0.001
ces,cicis,0.001
ces,<,0.001
ces,hehehehe,0.001
ces,love,0.001
ces,big,0.001
ces,sis,0.001
ugh,really,0.001
ugh,dont,0.001
ugh,wan,0.001
ugh,na,0.001
ugh,leave,0.001
ugh,florida,0.001
ugh,beautiful,0.001
ugh,people,0.001
ugh,met,0.001
ugh,absolutely,0.001
ugh,amazing,0.001
ugh,<,0.001
jeffischill,im,0.001
jeffischill,bigger,0.001
jeffischill,fan,0.001
jeffischill,gators,0.001
jeffischill,<,0.001
jeffischill,youll,0.001
jeffischill,never,0.001
jeffischill,everrr,0.001
jeffischill,hear,0.001
jeffischill,end,0.001
jeffischill,one,0.001
rakeshagrawal,take,0.001
rakeshagrawal,beyondtv,0.001
rakeshagrawal,isnt,0.001
rakeshagrawal,coming,0.001
rakeshagrawal,mac,0.001
rakeshagrawal,either,0.001
rakeshagrawal,<,0.001
rakeshagrawal,really,0.001
rakeshagrawal,want,0.001
rakeshagrawal,get,0.001
rakeshagrawal,rid,0.001
rakeshagrawal,last,0.001
rakeshagrawal,pc,0.001
rakeshagrawal,house,0.001
friend,came,0.001
friend,creating,0.001
friend,something,0.001
friend,<,0.001
friend,http//bit,0.001
friend,ly/w6fxt,0.001
friend,//,0.001
friend,see,0.001
friend,later,0.001
friend,twitterville,0.001
nelldamylf,aww,0.001
nelldamylf,mayne,0.001
nelldamylf,<,0.001
nelldamylf,gon,0.001
nelldamylf,na,0.001
nelldamylf,go,0.001
nelldamylf,get,0.001
nelldamylf,one,0.001
nelldamylf,today,0.001
nelldamylf,bt,0.001
nelldamylf,two,0.001
nelldamylf,fire,0.001
nelldamylf,alarms,0.001
nelldamylf,tired,0.001
nelldamylf,running,0.001
nelldamylf,n,0.001
nelldamylf,da,0.001
nelldamylf,stairs,0.001
nelldamylf,stayed,0.001
lets,go,0.001
lets,want,0.001
lets,divatheriva,0.001
lets,grilled,0.001
lets,chicken,0.001
lets,salad,0.001
lets,thats,0.001
lets,much,0.001
lets,2,0.001
lets,ask,0.001
oi,<,0.001
oi,headache,0.001
queenquelly,telln,0.001
queenquelly,u,0.001
love,art,0.001
love,project,0.001
hungry,<,0.001
hungry,3,0.001
hungry,hours,0.001
hungry,left,0.001
hungry,lunch,0.001
ijanette,ahaha,0.001
ijanette,confusing,0.001
ijanette,okay,0.001
last,began,0.001
last,twitter,0.001
luvchelseafc,havent,0.001
luvchelseafc,slept,0.001
luvchelseafc,well,0.001
luvchelseafc,weekend,0.001
luvchelseafc,<,0.001
luvchelseafc,much,0.001
luvchelseafc,mind,0.001
luvchelseafc,guess,0.001
mydetention,haha,0.001
mydetention,<,0.001
mydetention,thats,0.001
mydetention,awesome,0.001
mydetention,love,0.001
mydetention,book,0.001
mydetention,pure,0.001
mydetention,genius,0.001
damn,tummy,0.001
damn,cramps,0.001
playing,splinter,0.001
playing,cell,0.001
playing,double,0.001
playing,agent,0.001
domingo,night,0.001
domingo,boring,0.001
domingo,<,0.001
maybe,princess,0.001
maybe,hours,0.001
maybe,<,0.001
maybe,dvd,0.001
maybe,back,0.001
maybe,went,0.001
maybe,missing,0.001
libbywalsh,walshyyy,0.001
libbywalsh,got,0.001
libbywalsh,twittter,0.001
opps,got,0.001
opps,twitterhappy,0.001
opps,<,0.001
opps,forgot,0.001
opps,send,0.001
opps,last,0.001
opps,one,0.001
opps,private,0.001
opps,leigh,0.001
opps,u,0.001
tonikaras,please,0.001
tonikaras,read,0.001
tonikaras,dm,0.001
oh,stomach,0.001
oh,giving,0.001
oh,hard,0.001
oh,time,0.001
oh,right,0.001
oh,thebends//,0.001
billyraycyrus,omg,0.001
billyraycyrus,coming,0.001
billyraycyrus,<,0.001
billyraycyrus,im,0.001
billyraycyrus,argentina,0.001
<,always,0.001
<,turns,0.001
<,everytime,0.001
toothsoup,sure,0.001
toothsoup,thing,0.001
toothsoup,<,0.001
going,finish,0.001
going,english,0.001
going,compre,0.001
going,still,0.001
going,homework,0.001
going,complete,0.001
going,http//plurk,0.001
going,com/p/z3z6p,0.001
got,bak,0.001
got,jet,0.001
got,sking,0.001
got,awsome,0.001
got,almost,0.001
got,broke,0.001
got,thumb,0.001
djvictorsalazar,oh,0.001
djvictorsalazar,cool,0.001
djvictorsalazar,<,0.001
djvictorsalazar,thought,0.001
djvictorsalazar,might,0.001
djvictorsalazar,want,0.001
djvictorsalazar,seeing,0.001
djvictorsalazar,djing,0.001
djvictorsalazar,biz,0.001
lucky,nurse,0.001
lucky,friends,0.001
lucky,<,0.001
lucky,kate,0.001
lucky,keeps,0.001
lucky,checking,0.001
lucky,every,0.001
lucky,hour,0.001
lucky,even,0.001
lucky,tho,0.001
lucky,4228kms,0.001
lucky,away,0.001
lucky,makes,0.001
lucky,feel,0.001
lucky,better,0.001
nooneai,yourmamaknows,0.001
nooneai,nbc,0.001
nooneai,<,0.001
nooneai,com,0.001
nooneai,quantum,0.001
nooneai,leap,0.001
last,meal,0.001
last,contest,0.001
last,also,0.001
last,add,0.001
last,ultimatefoodie,0.001
last,contributors,0.001
last,encouraged,0.001
last,respond,0.001
last,cant,0.001
last,win,0.001
last,card,0.001
jonri05,<,0.001
honky101,anoo,0.001
honky101,dedd,0.001
honky101,cutee,0.001
honky101,although,0.001
honky101,thinkin,0.001
honky101,dnt,0.001
honky101,th,0.001
honky101,confidence,0.001
honky101,2,0.001
honky101,semi,0.001
honky101,final,0.001
honky101,imagine,0.001
honky101,rv,0.001
honky101,<,0.001
honky101,lol,0.001
chloebli,heyy,0.001
chloebli,<,0.001
